;duration;station_A_id;station_A_name;station_B_id;station_B_name;bike_id;user_type;user_birth_year;user_gender;tire_sizes;ride_date
1627;10 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);364;China Basin St at 3rd St;4413;1;1984;Male;28;2/7/2023
1628;7 minutes;3;Powell St BART Station (Market St at 4th St);58;Market St at 10th St;2053;2;1994;Male;29;30/3/2023
1629;8 minutes;21;Montgomery St BART Station (Market St at 2nd St);44;Civic Center/UN Plaza BART Station (Market St at McAllister St);204;3;1999;Male;30;15/7/2022
1630;8 minutes;21;Montgomery St BART Station (Market St at 2nd St);9;Broadway at Battery St;1346;2;1993;Male;28;4/12/2022
1631;3 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);90;Townsend St at 7th St;5166;2;1987;Male;30;9/5/2023
1632;7 minutes;21;Montgomery St BART Station (Market St at 2nd St);30;San Francisco Caltrain (Townsend St at 4th St);3275;3;1992;Male;28;28/8/2021
1633;11 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);26;1st St at Folsom St;4768;2;1989;Male;26;12/10/2022
1634;5 minutes;5;Powell St BART Station (Market St at 5th St);383;Golden Gate Ave at Franklin St;5257;1;1999;Male;25;3/2/2023
1635;7 minutes;81;Berry St at 4th St;27;Beale St at Harrison St;1973;3;1985;Male;30;19/9/2021
1636;2 minutes;16;Steuart St at Market St;23;The Embarcadero at Steuart St;5134;1;1983;Male;27;7/4/2023
1637;3 minutes;16;Steuart St at Market St;23;The Embarcadero at Steuart St;3113;2;1991;Female;25;7/2/2023
1638;8 minutes;3;Powell St BART Station (Market St at 4th St);11;Davis St at Jackson St;220;2;1958;Male;26;22/12/2022
1639;5 minutes;21;Montgomery St BART Station (Market St at 2nd St);14;Clay St at Battery St;1436;3;1965;Male;26;16/2/2023
1640;8 minutes;81;Berry St at 4th St;5;Powell St BART Station (Market St at 5th St);4825;3;1979;Male;29;12/10/2022
1641;10 minutes;81;Berry St at 4th St;22;Howard St at Beale St;1383;1;1980;Male;26;12/8/2022
1642;13 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);67;San Francisco Caltrain Station 2  (Townsend St at 4th St);4760;3;1977;Male;29;17/8/2021
1643;8 minutes;22;Howard St at Beale St;81;Berry St at 4th St;2706;3;1978;Male;26;2/4/2023
1644;47 minutes;5;Powell St BART Station (Market St at 5th St);336;Potrero Ave and Mariposa St;5108;2;1973;Male;27;21/2/2022
1645;9 minutes;22;Howard St at Beale St;30;San Francisco Caltrain (Townsend St at 4th St);2907;3;1995;Male;30;4/3/2023
1646;8 minutes;30;San Francisco Caltrain (Townsend St at 4th St);21;Montgomery St BART Station (Market St at 2nd St);5226;2;1987;Male;29;25/8/2022
1647;3 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);6;The Embarcadero at Sansome St;4653;3;1986;Male;30;1/8/2022
1648;15 minutes;30;San Francisco Caltrain (Townsend St at 4th St);110;17th & Folsom Street Park (17th St at Folsom St);5148;1;1994;Female;28;23/4/2023
1649;17 minutes;30;San Francisco Caltrain (Townsend St at 4th St);285;Webster St at O'Farrell St;4972;2;1983;Female;25;18/4/2023
1650;8 minutes;22;Howard St at Beale St;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);157;2;1995;Male;29;17/6/2023
1651;13 minutes;3;Powell St BART Station (Market St at 4th St);100;Bryant St at 15th St;3494;3;1989;Male;30;9/3/2022
1652;10 minutes;3;Powell St BART Station (Market St at 4th St);67;San Francisco Caltrain Station 2  (Townsend St at 4th St);1689;1;1982;Female;27;17/2/2023
1653;12 minutes;16;Steuart St at Market St;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);179;3;1972;Male;27;19/2/2022
1654;9 minutes;81;Berry St at 4th St;15;San Francisco Ferry Building (Harry Bridges Plaza);3117;2;1979;Male;26;16/8/2022
1655;10 minutes;3;Powell St BART Station (Market St at 4th St);368;Myrtle St at Polk St;2908;2;1991;Male;28;30/1/2022
1656;10 minutes;16;Steuart St at Market St;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);5546;2;1978;Female;29;13/3/2023
1657;17 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);114;Rhode Island St at 17th St;5141;1;1969;Male;29;12/11/2021
1658;15 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);22;Howard St at Beale St;4372;2;1991;Female;27;28/11/2022
1659;10 minutes;21;Montgomery St BART Station (Market St at 2nd St);58;Market St at 10th St;5262;2;1992;Male;26;1/11/2021
1660;17 minutes;81;Berry St at 4th St;17;Embarcadero BART Station (Beale St at Market St);2584;3;1986;Male;25;12/6/2023
1661;7 minutes;16;Steuart St at Market St;49;S Park St at 3rd St;5065;2;1976;Female;28;1/5/2022
1662;21 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);285;Webster St at O'Farrell St;5218;2;1992;Female;27;5/4/2023
1663;12 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);93;4th St at Mission Bay Blvd S;5020;2;1989;Male;27;5/6/2023
1664;11 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);42;San Francisco City Hall (Polk St at Grove St);4329;2;1986;Female;30;18/10/2022
1665;7 minutes;3;Powell St BART Station (Market St at 4th St);27;Beale St at Harrison St;2128;1;1992;Male;29;1/6/2023
1666;13 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);58;Market St at 10th St;4315;1;1983;Male;29;19/8/2022
1667;7 minutes;16;Steuart St at Market St;324;Union Square (Powell St at Post St);5381;2;1976;Male;30;16/9/2022
1668;15 minutes;81;Berry St at 4th St;17;Embarcadero BART Station (Beale St at Market St);2459;1;1965;Male;28;3/5/2023
1669;12 minutes;3;Powell St BART Station (Market St at 4th St);49;S Park St at 3rd St;5476;2;1991;Male;30;12/7/2022
1670;663 minutes;16;Steuart St at Market St;14;Clay St at Battery St;746;1;1962;Female;29;25/10/2022
1671;5 minutes;3;Powell St BART Station (Market St at 4th St);30;San Francisco Caltrain (Townsend St at 4th St);4458;2;1990;Male;25;14/1/2023
1672;25 minutes;30;San Francisco Caltrain (Townsend St at 4th St);70;Central Ave at Fell St;5334;2;1996;Male;30;24/8/2022
1673;15 minutes;81;Berry St at 4th St;17;Embarcadero BART Station (Beale St at Market St);5188;1;1986;Male;30;13/9/2021
1674;13 minutes;16;Steuart St at Market St;126;Esprit Park;4976;2;1989;Female;25;28/5/2023
1675;10 minutes;21;Montgomery St BART Station (Market St at 2nd St);61;Howard St at 8th St;3034;2;1988;Female;25;13/12/2021
1676;9 minutes;22;Howard St at Beale St;63;Bryant St at 6th St;2175;3;1990;Male;29;1/6/2023
1677;11 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);67;San Francisco Caltrain Station 2  (Townsend St at 4th St);5556;2;1993;Female;26;10/1/2023
1678;10 minutes;22;Howard St at Beale St;3;Powell St BART Station (Market St at 4th St);2053;2;1998;Female;28;12/12/2022
1679;15 minutes;30;San Francisco Caltrain (Townsend St at 4th St);131;22nd St at Dolores St;5298;2;1974;Male;30;3/6/2023
1680;9 minutes;21;Montgomery St BART Station (Market St at 2nd St);17;Embarcadero BART Station (Beale St at Market St);114;2;1965;Male;27;2/4/2022
1681;7 minutes;16;Steuart St at Market St;6;The Embarcadero at Sansome St;5173;3;1998;Male;25;29/11/2022
1682;9 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);17;Embarcadero BART Station (Beale St at Market St);5353;1;1986;Female;25;27/6/2023
1683;12 minutes;16;Steuart St at Market St;30;San Francisco Caltrain (Townsend St at 4th St);1626;2;1984;Female;29;8/3/2023
1684;13 minutes;81;Berry St at 4th St;23;The Embarcadero at Steuart St;1103;1;1963;Male;26;26/8/2022
1685;9 minutes;16;Steuart St at Market St;364;China Basin St at 3rd St;5159;2;1987;Male;26;3/10/2021
1686;10 minutes;21;Montgomery St BART Station (Market St at 2nd St);67;San Francisco Caltrain Station 2  (Townsend St at 4th St);2270;2;1989;Male;25;5/12/2022
1687;11 minutes;21;Montgomery St BART Station (Market St at 2nd St);93;4th St at Mission Bay Blvd S;4728;1;1989;Female;25;16/6/2022
1688;10 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);364;China Basin St at 3rd St;4762;2;1970;Female;28;1/10/2021
1689;6 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);5;Powell St BART Station (Market St at 5th St);5257;2;1992;Male;28;6/8/2021
1690;8 minutes;30;San Francisco Caltrain (Townsend St at 4th St);23;The Embarcadero at Steuart St;5001;3;1988;Female;30;20/11/2022
1691;8 minutes;81;Berry St at 4th St;355;23rd St at Tennessee St;5305;1;1982;Male;29;20/11/2021
1692;16 minutes;81;Berry St at 4th St;16;Steuart St at Market St;1181;1;1965;Female;26;22/8/2022
1693;4 minutes;81;Berry St at 4th St;91;Berry St at King St;675;2;1990;Female;30;12/9/2022
1694;4 minutes;22;Howard St at Beale St;28;The Embarcadero at Bryant St;1661;2;1981;Male;28;16/1/2022
1695;5 minutes;21;Montgomery St BART Station (Market St at 2nd St);15;San Francisco Ferry Building (Harry Bridges Plaza);1353;1;1951;Male;26;14/4/2022
1696;13 minutes;5;Powell St BART Station (Market St at 5th St);28;The Embarcadero at Bryant St;4408;1;1979;Male;25;6/7/2022
1697;7 minutes;22;Howard St at Beale St;50;2nd St at Townsend St;3711;1;1993;Male;29;16/5/2023
1698;8 minutes;30;San Francisco Caltrain (Townsend St at 4th St);26;1st St at Folsom St;4794;1;1997;Male;30;2/11/2022
1699;30 minutes;3;Powell St BART Station (Market St at 4th St);55;Webster St at Grove St;1992;2;1987;Female;25;6/4/2022
1700;11 minutes;22;Howard St at Beale St;93;4th St at Mission Bay Blvd S;5532;2;1985;Female;25;14/8/2022
1701;12 minutes;3;Powell St BART Station (Market St at 4th St);86;Market St at Dolores St;567;2;1977;Male;29;26/9/2021
1702;1 minutes;22;Howard St at Beale St;22;Howard St at Beale St;3248;3;1998;Male;26;8/4/2022
1703;10 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);30;San Francisco Caltrain (Townsend St at 4th St);5148;2;1985;Male;30;15/10/2022
1704;8 minutes;81;Berry St at 4th St;27;Beale St at Harrison St;181;2;1971;Male;28;21/8/2022
1705;4 minutes;16;Steuart St at Market St;21;Montgomery St BART Station (Market St at 2nd St);4759;2;1987;Male;28;8/12/2022
1706;13 minutes;81;Berry St at 4th St;22;Howard St at Beale St;485;2;1983;Male;30;11/12/2022
1707;9 minutes;81;Berry St at 4th St;27;Beale St at Harrison St;1469;3;1971;Female;30;9/12/2022
1708;2 minutes;22;Howard St at Beale St;24;Spear St at Folsom St;3189;2;1986;Male;25;29/6/2022
1709;9 minutes;5;Powell St BART Station (Market St at 5th St);14;Clay St at Battery St;5221;2;1989;Male;30;26/5/2023
1710;10 minutes;3;Powell St BART Station (Market St at 4th St);87;Folsom St at 13th St;4752;2;1968;Male;30;28/6/2023
1711;6 minutes;22;Howard St at Beale St;30;San Francisco Caltrain (Townsend St at 4th St);1466;2;1975;Male;30;25/11/2021
1712;9 minutes;16;Steuart St at Market St;30;San Francisco Caltrain (Townsend St at 4th St);5226;2;1966;Male;26;12/7/2022
1713;4 minutes;30;San Francisco Caltrain (Townsend St at 4th St);343;Bryant St at 2nd St;5010;2;1989;Male;29;28/3/2022
1714;3 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);90;Townsend St at 7th St;5534;2;1974;Female;30;16/5/2022
1715;1 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);67;San Francisco Caltrain Station 2  (Townsend St at 4th St);4372;2;1992;Male;28;10/5/2022
1716;7 minutes;30;San Francisco Caltrain (Townsend St at 4th St);15;San Francisco Ferry Building (Harry Bridges Plaza);5020;2;1969;Male;30;7/10/2022
1717;1 minutes;30;San Francisco Caltrain (Townsend St at 4th St);66;3rd St at Townsend St;4635;2;1985;Male;30;5/5/2023
1718;6 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);25;Howard St at 2nd St;5332;1;1971;Male;29;20/6/2023
1719;10 minutes;5;Powell St BART Station (Market St at 5th St);16;Steuart St at Market St;2366;1;1982;Female;27;2/1/2023
1720;9 minutes;21;Montgomery St BART Station (Market St at 2nd St);30;San Francisco Caltrain (Townsend St at 4th St);3643;2;1986;Female;30;6/5/2023
1721;8 minutes;16;Steuart St at Market St;30;San Francisco Caltrain (Townsend St at 4th St);4794;2;1988;Male;29;24/7/2023
1722;11 minutes;81;Berry St at 4th St;15;San Francisco Ferry Building (Harry Bridges Plaza);2120;3;1983;Male;26;12/9/2022
1723;14 minutes;16;Steuart St at Market St;81;Berry St at 4th St;3715;1;1953;Male;28;14/10/2021
1724;6 minutes;21;Montgomery St BART Station (Market St at 2nd St);44;Civic Center/UN Plaza BART Station (Market St at McAllister St);5374;2;2000;Male;30;14/2/2022
1725;21 minutes;21;Montgomery St BART Station (Market St at 2nd St);73;Pierce St at Haight St;963;2;1995;Male;26;5/11/2021
1726;9 minutes;81;Berry St at 4th St;22;Howard St at Beale St;5552;2;1986;Male;29;18/4/2023
1727;15 minutes;30;San Francisco Caltrain (Townsend St at 4th St);132;24th St at Chattanooga St;4963;2;1983;Male;27;21/9/2022
1728;23 minutes;22;Howard St at Beale St;134;Valencia St at 24th St;5340;3;1972;Male;27;28/6/2023
1729;20 minutes;22;Howard St at Beale St;113;Franklin Square;4337;3;1983;Male;30;7/6/2022
1730;1 minutes;22;Howard St at Beale St;25;Howard St at 2nd St;2714;2;1972;Male;29;25/12/2021
1731;5 minutes;21;Montgomery St BART Station (Market St at 2nd St);24;Spear St at Folsom St;4326;3;1987;Male;25;5/10/2022
1732;6 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);61;Howard St at 8th St;5082;3;1996;Female;30;9/5/2023
1733;11 minutes;21;Montgomery St BART Station (Market St at 2nd St);60;8th St at Ringold St;2185;3;1994;Male;28;25/1/2023
1734;14 minutes;21;Montgomery St BART Station (Market St at 2nd St);58;Market St at 10th St;2218;1;1994;Female;28;23/12/2021
1735;16 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);71;Broderick St at Oak St;6235;2;1994;Male;27;14/10/2021
1736;10 minutes;16;Steuart St at Market St;30;San Francisco Caltrain (Townsend St at 4th St);4835;3;1985;Male;30;19/2/2023
1737;12 minutes;16;Steuart St at Market St;126;Esprit Park;4770;1;1979;Male;30;14/11/2022
1738;3 minutes;16;Steuart St at Market St;22;Howard St at Beale St;5532;1;1990;Male;26;7/11/2022
1739;13 minutes;16;Steuart St at Market St;91;Berry St at King St;5459;2;1995;Female;30;26/9/2021
1740;4 minutes;5;Powell St BART Station (Market St at 5th St);3;Powell St BART Station (Market St at 4th St);220;2;1991;Male;30;28/6/2023
1741;8 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);66;3rd St at Townsend St;5498;2;1984;Male;29;21/9/2022
1742;8 minutes;5;Powell St BART Station (Market St at 5th St);17;Embarcadero BART Station (Beale St at Market St);5142;2;1993;Female;28;26/11/2021
1743;15 minutes;21;Montgomery St BART Station (Market St at 2nd St);114;Rhode Island St at 17th St;4658;1;1987;Female;27;21/5/2023
1744;6 minutes;16;Steuart St at Market St;30;San Francisco Caltrain (Townsend St at 4th St);4938;1;1983;Male;30;4/7/2022
1745;11 minutes;5;Powell St BART Station (Market St at 5th St);17;Embarcadero BART Station (Beale St at Market St);5416;2;1991;Female;26;30/7/2023
1746;18 minutes;21;Montgomery St BART Station (Market St at 2nd St);139;Garfield Square (25th St at Harrison St);4738;2;1991;Male;28;20/4/2022
1747;10 minutes;22;Howard St at Beale St;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);5376;2;1986;Male;28;6/6/2023
1748;16 minutes;3;Powell St BART Station (Market St at 4th St);52;McAllister St at Baker St;4638;2;1988;Female;27;21/9/2021
1749;22 minutes;3;Powell St BART Station (Market St at 4th St);70;Central Ave at Fell St;5410;2;1990;Male;27;11/6/2022
1750;7 minutes;3;Powell St BART Station (Market St at 4th St);30;San Francisco Caltrain (Townsend St at 4th St);223;2;1990;Male;30;16/3/2023
1751;3 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);28;The Embarcadero at Bryant St;5182;2;1969;Male;30;20/4/2023
1752;9 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);41;Golden Gate Ave at Polk St;4802;2;1979;Male;25;15/12/2022
1753;11 minutes;22;Howard St at Beale St;75;Market St at Franklin St;5006;2;1968;Male;27;11/5/2023
1754;7 minutes;81;Berry St at 4th St;16;Steuart St at Market St;5532;2;1987;Male;25;9/3/2022
1755;10 minutes;16;Steuart St at Market St;30;San Francisco Caltrain (Townsend St at 4th St);4963;2;1985;Male;26;12/1/2023
1756;16 minutes;21;Montgomery St BART Station (Market St at 2nd St);31;Raymond Kimbell Playground;4557;2;1988;Male;30;15/2/2023
1757;7 minutes;81;Berry St at 4th St;16;Steuart St at Market St;4835;2;1993;Male;27;17/5/2023
1758;7 minutes;22;Howard St at Beale St;64;5th St at Brannan St;5221;2;1989;Male;27;17/3/2023
1759;3 minutes;22;Howard St at Beale St;28;The Embarcadero at Bryant St;439;3;1972;Female;26;27/8/2022
1760;10 minutes;21;Montgomery St BART Station (Market St at 2nd St);30;San Francisco Caltrain (Townsend St at 4th St);2222;2;1976;Male;30;19/10/2021
1761;5 minutes;30;San Francisco Caltrain (Townsend St at 4th St);93;4th St at Mission Bay Blvd S;5228;3;1972;Male;25;26/5/2023
1762;9 minutes;16;Steuart St at Market St;81;Berry St at 4th St;5280;3;1994;Female;27;20/4/2022
1763;11 minutes;21;Montgomery St BART Station (Market St at 2nd St);350;8th St at Brannan St;4805;3;1989;Male;27;30/6/2022
1764;9 minutes;22;Howard St at Beale St;64;5th St at Brannan St;4347;2;1978;Male;26;20/9/2021
1765;12 minutes;81;Berry St at 4th St;16;Steuart St at Market St;1220;2;1987;Female;25;1/6/2023
1766;11 minutes;16;Steuart St at Market St;81;Berry St at 4th St;5552;1;1984;Male;25;31/7/2022
1767;23 minutes;81;Berry St at 4th St;377;Fell St at Stanyan St;4955;2;1979;Male;29;17/1/2022
1768;12 minutes;3;Powell St BART Station (Market St at 4th St);16;Steuart St at Market St;4938;3;1987;Male;25;4/1/2022
1769;7 minutes;22;Howard St at Beale St;16;Steuart St at Market St;4976;3;1979;Female;26;10/11/2022
1770;12 minutes;22;Howard St at Beale St;104;4th St at 16th St;4794;1;1985;Male;28;11/8/2021
1771;12 minutes;81;Berry St at 4th St;16;Steuart St at Market St;3715;2;1982;Male;30;20/5/2022
1772;15 minutes;81;Berry St at 4th St;27;Beale St at Harrison St;3432;2;1980;Female;30;22/12/2021
1773;5 minutes;5;Powell St BART Station (Market St at 5th St);58;Market St at 10th St;5082;2;1998;Male;28;21/1/2023
1774;7 minutes;21;Montgomery St BART Station (Market St at 2nd St);6;The Embarcadero at Sansome St;4966;1;1961;Male;28;3/6/2023
1775;5 minutes;5;Powell St BART Station (Market St at 5th St);58;Market St at 10th St;5309;1;1999;Male;25;25/12/2021
1776;7 minutes;30;San Francisco Caltrain (Townsend St at 4th St);17;Embarcadero BART Station (Beale St at Market St);4999;3;1985;Male;26;29/5/2022
1777;7 minutes;22;Howard St at Beale St;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);4671;1;1984;Female;25;10/5/2023
1778;10 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);58;Market St at 10th St;5374;1;1984;Male;25;18/10/2022
1779;14 minutes;30;San Francisco Caltrain (Townsend St at 4th St);139;Garfield Square (25th St at Harrison St);4717;2;1990;Female;29;18/5/2022
1780;12 minutes;21;Montgomery St BART Station (Market St at 2nd St);114;Rhode Island St at 17th St;5162;2;1986;Male;26;30/11/2021
1781;7 minutes;81;Berry St at 4th St;15;San Francisco Ferry Building (Harry Bridges Plaza);5409;2;1974;Male;30;5/10/2022
1782;4 minutes;22;Howard St at Beale St;11;Davis St at Jackson St;5312;3;1977;Male;27;5/7/2023
1783;5 minutes;3;Powell St BART Station (Market St at 4th St);58;Market St at 10th St;5012;2;1988;Male;30;16/9/2022
1784;4 minutes;21;Montgomery St BART Station (Market St at 2nd St);15;San Francisco Ferry Building (Harry Bridges Plaza);5555;2;1978;Male;25;14/9/2021
1785;8 minutes;21;Montgomery St BART Station (Market St at 2nd St);58;Market St at 10th St;4848;3;2000;Male;29;12/7/2022
1786;5 minutes;5;Powell St BART Station (Market St at 5th St);67;San Francisco Caltrain Station 2  (Townsend St at 4th St);5267;3;1988;Female;29;19/3/2023
1787;8 minutes;21;Montgomery St BART Station (Market St at 2nd St);30;San Francisco Caltrain (Townsend St at 4th St);4820;2;1982;Male;30;12/11/2022
1788;7 minutes;16;Steuart St at Market St;3;Powell St BART Station (Market St at 4th St);4938;2;1978;Male;25;24/5/2022
1789;15 minutes;22;Howard St at Beale St;123;Folsom St at 19th St;4908;3;1980;Male;30;15/9/2022
1790;24 minutes;3;Powell St BART Station (Market St at 4th St);146;30th St at San Jose Ave;3087;2;1962;Male;30;13/7/2023
1791;4 minutes;16;Steuart St at Market St;6;The Embarcadero at Sansome St;4982;2;1982;Male;29;13/12/2022
1792;8 minutes;81;Berry St at 4th St;21;Montgomery St BART Station (Market St at 2nd St);5222;2;1963;Male;25;16/11/2021
1793;7 minutes;81;Berry St at 4th St;5;Powell St BART Station (Market St at 5th St);5023;3;1996;Female;29;30/3/2022
1794;4 minutes;21;Montgomery St BART Station (Market St at 2nd St);15;San Francisco Ferry Building (Harry Bridges Plaza);4675;3;1982;Other;26;26/5/2022
1795;5 minutes;21;Montgomery St BART Station (Market St at 2nd St);5;Powell St BART Station (Market St at 5th St);5140;1;1997;Male;26;18/4/2023
1796;9 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);77;11th St at Natoma St;5487;2;1989;Male;25;11/1/2023
1797;13 minutes;22;Howard St at Beale St;371;Lombard St at Columbus Ave;5338;1;1983;Female;28;9/1/2023
1798;11 minutes;16;Steuart St at Market St;364;China Basin St at 3rd St;4337;2;1990;Female;28;14/11/2022
1799;229 minutes;3;Powell St BART Station (Market St at 4th St);8;The Embarcadero at Vallejo St;5105;1;1977;Male;25;20/8/2022
1800;6 minutes;22;Howard St at Beale St;30;San Francisco Caltrain (Townsend St at 4th St);5515;2;1973;Male;28;14/4/2023
1801;9 minutes;5;Powell St BART Station (Market St at 5th St);67;San Francisco Caltrain Station 2  (Townsend St at 4th St);1908;3;1987;Male;25;24/4/2022
1802;10 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);42;San Francisco City Hall (Polk St at Grove St);4575;3;1989;Male;26;10/7/2022
1803;3 minutes;5;Powell St BART Station (Market St at 5th St);324;Union Square (Powell St at Post St);5275;1;1994;Male;25;9/12/2022
1804;23 minutes;16;Steuart St at Market St;122;19th St at Mission St;4614;1;1985;Male;29;30/1/2022
1805;4 minutes;21;Montgomery St BART Station (Market St at 2nd St);36;Folsom St at 3rd St;1183;3;1992;Male;30;26/2/2023
1806;6 minutes;16;Steuart St at Market St;30;San Francisco Caltrain (Townsend St at 4th St);5540;1;1995;Male;30;15/1/2023
1807;7 minutes;22;Howard St at Beale St;30;San Francisco Caltrain (Townsend St at 4th St);5045;2;1972;Male;28;23/4/2023
1808;10 minutes;16;Steuart St at Market St;30;San Francisco Caltrain (Townsend St at 4th St);4999;3;1985;Male;25;2/9/2022
1809;12 minutes;22;Howard St at Beale St;77;11th St at Natoma St;1967;2;1984;Male;29;20/1/2023
1810;12 minutes;81;Berry St at 4th St;59;S Van Ness Ave at Market St;4802;1;1991;Male;30;30/9/2021
1811;11 minutes;81;Berry St at 4th St;59;S Van Ness Ave at Market St;4811;1;1990;Female;29;14/4/2023
1812;3 minutes;16;Steuart St at Market St;13;Commercial St at Montgomery St;5383;1;1980;Male;28;21/7/2022
1813;8 minutes;3;Powell St BART Station (Market St at 4th St);15;San Francisco Ferry Building (Harry Bridges Plaza);5182;2;1968;Male;29;2/10/2022
1814;1 minutes;22;Howard St at Beale St;17;Embarcadero BART Station (Beale St at Market St);5460;3;1985;Male;29;21/12/2022
1815;10 minutes;3;Powell St BART Station (Market St at 4th St);50;2nd St at Townsend St;1085;1;1977;Male;30;30/4/2023
1816;20 minutes;3;Powell St BART Station (Market St at 4th St);115;Jackson Playground;3666;1;1994;Female;29;9/3/2023
1817;9 minutes;21;Montgomery St BART Station (Market St at 2nd St);50;2nd St at Townsend St;5343;3;1995;Male;29;2/3/2023
1818;6 minutes;3;Powell St BART Station (Market St at 4th St);27;Beale St at Harrison St;4902;3;1995;Female;28;6/11/2021
1819;10 minutes;81;Berry St at 4th St;19;Post St at Kearny St;5010;1;1989;Male;29;30/12/2021
1820;12 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);97;14th St at Mission St;5288;1;1992;Female;28;7/10/2021
1821;7 minutes;21;Montgomery St BART Station (Market St at 2nd St);27;Beale St at Harrison St;5273;2;1980;Male;30;29/7/2023
1822;3 minutes;21;Montgomery St BART Station (Market St at 2nd St);16;Steuart St at Market St;4725;2;1965;Male;28;9/4/2023
1823;14 minutes;3;Powell St BART Station (Market St at 4th St);122;19th St at Mission St;6234;2;1987;Male;27;12/3/2023
1824;4 minutes;21;Montgomery St BART Station (Market St at 2nd St);343;Bryant St at 2nd St;4658;2;1975;Male;25;20/2/2023
1825;14 minutes;81;Berry St at 4th St;41;Golden Gate Ave at Polk St;5574;1;1981;Male;26;30/6/2022
1826;7 minutes;3;Powell St BART Station (Market St at 4th St);78;Folsom St at 9th St;4835;3;1992;Male;27;27/8/2021
1827;13 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);59;S Van Ness Ave at Market St;5368;1;1986;Female;27;10/2/2023
1828;7 minutes;21;Montgomery St BART Station (Market St at 2nd St);321;5th St at Folsom;3716;2;1964;Male;30;25/10/2021
1829;7 minutes;81;Berry St at 4th St;22;Howard St at Beale St;5045;2;1979;Female;28;10/4/2023
1830;16 minutes;21;Montgomery St BART Station (Market St at 2nd St);223;16th St Mission BART Station 2;4572;3;1980;Male;28;10/12/2022
1831;8 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);10;Washington St at Kearny St;4408;3;1959;Male;27;19/5/2022
1832;9 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);20;Mechanics Monument Plaza (Market St at Bush St);4438;1;1985;Male;30;5/11/2021
1833;6 minutes;22;Howard St at Beale St;81;Berry St at 4th St;4811;2;1977;Male;30;23/1/2023
1834;23 minutes;3;Powell St BART Station (Market St at 4th St);324;Union Square (Powell St at Post St);2103;2;1968;Male;26;21/6/2022
1835;4 minutes;16;Steuart St at Market St;25;Howard St at 2nd St;4836;3;1986;Male;27;9/6/2023
1836;7 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);27;Beale St at Harrison St;5505;1;1999;Male;27;25/6/2022
1837;10 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);321;5th St at Folsom;5014;2;1980;Male;27;10/5/2023
1838;6 minutes;3;Powell St BART Station (Market St at 4th St);323;Broadway at Kearny;5489;1;1974;Male;25;5/3/2022
1839;4 minutes;16;Steuart St at Market St;28;The Embarcadero at Bryant St;4651;1;1987;Male;26;6/12/2022
1840;11 minutes;21;Montgomery St BART Station (Market St at 2nd St);364;China Basin St at 3rd St;5272;1;1980;Male;29;15/6/2022
1841;5 minutes;21;Montgomery St BART Station (Market St at 2nd St);50;2nd St at Townsend St;5023;3;1988;Male;27;6/3/2022
1842;24 minutes;22;Howard St at Beale St;71;Broderick St at Oak St;1705;3;1977;Male;25;8/5/2023
1843;7 minutes;3;Powell St BART Station (Market St at 4th St);58;Market St at 10th St;5518;3;1990;Male;27;31/8/2022
