;duration;station_A_id;station_A_name;station_B_id;station_B_name;bike_id;user_type;user_birth_year;user_gender;tire_sizes
5856;10 minutes;16;Steuart St at Market St;324;Union Square (Powell St at Post St);5408;2;1992;Male;26
5857;27 minutes;22;Howard St at Beale St;24;Spear St at Folsom St;1148;3;1962;Male;26
5858;5 minutes;3;Powell St BART Station (Market St at 4th St);62;Victoria Manalo Draves Park;4974;2;1983;Male;30
5859;18 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);107;17th St at Dolores St;5060;2;1984;Male;26
5860;4 minutes;22;Howard St at Beale St;20;Mechanics Monument Plaza (Market St at Bush St);109;2;1998;Female;29
5861;47 minutes;5;Powell St BART Station (Market St at 5th St);76;McCoppin St at Valencia St;5000;2;1988;Male;28
5862;17 minutes;16;Steuart St at Market St;355;23rd St at Tennessee St;5141;2;1988;Female;27
5863;24 minutes;16;Steuart St at Market St;371;Lombard St at Columbus Ave;5541;3;1998;Male;25
5864;23 minutes;16;Steuart St at Market St;371;Lombard St at Columbus Ave;4329;2;1998;Male;29
5865;27 minutes;16;Steuart St at Market St;356;Valencia St at Clinton Park;3057;1;1962;Male;30
5866;11 minutes;81;Berry St at 4th St;44;Civic Center/UN Plaza BART Station (Market St at McAllister St);5132;2;1981;Male;29
5867;5 minutes;3;Powell St BART Station (Market St at 4th St);47;4th St at Harrison St;4408;3;1975;Male;30
5868;7 minutes;16;Steuart St at Market St;66;3rd St at Townsend St;5021;3;1988;Male;26
5869;21 minutes;81;Berry St at 4th St;15;San Francisco Ferry Building (Harry Bridges Plaza);4816;3;1989;Male;29
5870;17 minutes;3;Powell St BART Station (Market St at 4th St);8;The Embarcadero at Vallejo St;1580;2;1988;Female;28
5871;17 minutes;3;Powell St BART Station (Market St at 4th St);8;The Embarcadero at Vallejo St;3010;1;1989;Male;25
5872;25 minutes;5;Powell St BART Station (Market St at 5th St);133;Valencia St at 22nd St;3454;2;1987;Male;29
5873;16 minutes;3;Powell St BART Station (Market St at 4th St);58;Market St at 10th St;5418;1;1993;Male;29
5874;67 minutes;21;Montgomery St BART Station (Market St at 2nd St);41;Golden Gate Ave at Polk St;4812;1;1974;Female;26
5875;31 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);90;Townsend St at 7th St;4811;2;1983;Male;26
5876;30 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);90;Townsend St at 7th St;4963;2;1978;Male;29
5877;11 minutes;81;Berry St at 4th St;61;Howard St at 8th St;4748;3;1990;Male;29
5878;60 minutes;21;Montgomery St BART Station (Market St at 2nd St);41;Golden Gate Ave at Polk St;5069;1;1974;Female;29
5879;6 minutes;3;Powell St BART Station (Market St at 4th St);25;Howard St at 2nd St;4911;2;1992;Male;28
5880;16 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);109;17th St at Valencia St;5405;1;1988;Female;25
5881;16 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);93;4th St at Mission Bay Blvd S;5570;2;1992;Female;28
5882;21 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);285;Webster St at O'Farrell St;1976;2;1988;Male;30
5883;15 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);93;4th St at Mission Bay Blvd S;4554;2;1993;Male;29
5884;9 minutes;5;Powell St BART Station (Market St at 5th St);28;The Embarcadero at Bryant St;5528;2;1994;Female;29
5885;10 minutes;5;Powell St BART Station (Market St at 5th St);58;Market St at 10th St;5346;3;1993;Male;29
5886;16 minutes;3;Powell St BART Station (Market St at 4th St);55;Webster St at Grove St;5025;3;1992;Female;25
5887;9 minutes;3;Powell St BART Station (Market St at 4th St);41;Golden Gate Ave at Polk St;603;3;1983;Female;26
5888;26 minutes;21;Montgomery St BART Station (Market St at 2nd St);39;Scott St at Golden Gate Ave;1522;2;1989;Female;25
5889;14 minutes;3;Powell St BART Station (Market St at 4th St);71;Broderick St at Oak St;5565;3;1984;Male;27
5890;6 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);93;4th St at Mission Bay Blvd S;2726;1;1996;Female;29
5891;5 minutes;5;Powell St BART Station (Market St at 5th St);60;8th St at Ringold St;4344;1;1990;Male;28
5892;28 minutes;81;Berry St at 4th St;8;The Embarcadero at Vallejo St;1919;3;1987;Male;27
5893;28 minutes;81;Berry St at 4th St;8;The Embarcadero at Vallejo St;157;2;1987;Male;29
5894;8 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);349;Howard St at Mary St;4602;3;1989;Female;25
5895;13 minutes;16;Steuart St at Market St;371;Lombard St at Columbus Ave;4574;2;1987;Female;25
5896;13 minutes;16;Steuart St at Market St;371;Lombard St at Columbus Ave;4319;2;1988;Male;26
5897;17 minutes;3;Powell St BART Station (Market St at 4th St);37;2nd St at Folsom St;4968;2;1988;Male;25
5898;10 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);343;Bryant St at 2nd St;2035;1;1966;Female;28
5899;12 minutes;81;Berry St at 4th St;27;Beale St at Harrison St;5282;2;1992;Male;27
5900;7 minutes;3;Powell St BART Station (Market St at 4th St);75;Market St at Franklin St;5038;2;1991;Male;25
5901;12 minutes;3;Powell St BART Station (Market St at 4th St);66;3rd St at Townsend St;4993;2;1987;Male;27
5902;13 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);370;Jones St at Post St;1064;3;1979;Male;30
5903;13 minutes;21;Montgomery St BART Station (Market St at 2nd St);5;Powell St BART Station (Market St at 5th St);5000;2;1977;Male;25
5904;6 minutes;21;Montgomery St BART Station (Market St at 2nd St);343;Bryant St at 2nd St;4958;1;1990;Male;25
5905;20 minutes;5;Powell St BART Station (Market St at 5th St);5;Powell St BART Station (Market St at 5th St);4344;2;1988;Female;29
5906;22 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);86;Market St at Dolores St;4813;2;1993;Female;28
5907;41 minutes;5;Powell St BART Station (Market St at 5th St);380;Masonic Ave at Turk St;5023;2;1990;Female;28
5908;23 minutes;16;Steuart St at Market St;285;Webster St at O'Farrell St;4771;2;1990;Female;26
5909;23 minutes;16;Steuart St at Market St;285;Webster St at O'Farrell St;5328;3;1983;Male;29
5910;5 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);10;Washington St at Kearny St;5332;1;1988;Male;25
5911;39 minutes;16;Steuart St at Market St;126;Esprit Park;3225;1;1974;Female;29
5912;25 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);6;The Embarcadero at Sansome St;2250;3;1991;Female;28
5913;11 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);96;Dolores St at 15th St;5358;1;1983;Male;28
5914;24 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);6;The Embarcadero at Sansome St;2061;2;1991;Female;30
5915;4 minutes;30;San Francisco Caltrain (Townsend St at 4th St);63;Bryant St at 6th St;4965;2;1995;Male;25
5916;1 minutes;21;Montgomery St BART Station (Market St at 2nd St);21;Montgomery St BART Station (Market St at 2nd St);4958;2;1997;Male;30
5917;4 minutes;81;Berry St at 4th St;50;2nd St at Townsend St;91;3;1963;Male;30
5918;35 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);6;The Embarcadero at Sansome St;4924;3;1969;Male;28
5919;19 minutes;5;Powell St BART Station (Market St at 5th St);371;Lombard St at Columbus Ave;4633;3;1993;Female;26
5920;17 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);371;Lombard St at Columbus Ave;5202;2;1981;Male;30
5921;42 minutes;21;Montgomery St BART Station (Market St at 2nd St);377;Fell St at Stanyan St;5245;3;1991;Female;28
5922;3 minutes;5;Powell St BART Station (Market St at 5th St);321;5th St at Folsom;5132;2;1967;Male;29
5923;6 minutes;5;Powell St BART Station (Market St at 5th St);64;5th St at Brannan St;4902;2;1990;Male;26
5924;9 minutes;22;Howard St at Beale St;61;Howard St at 8th St;2473;2;1994;Male;30
5925;4 minutes;16;Steuart St at Market St;27;Beale St at Harrison St;4751;2;1992;Female;29
5926;4 minutes;5;Powell St BART Station (Market St at 5th St);58;Market St at 10th St;5492;2;1984;Female;26
5927;10 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);90;Townsend St at 7th St;5122;2;1991;Male;25
5928;2 minutes;30;San Francisco Caltrain (Townsend St at 4th St);50;2nd St at Townsend St;1035;3;1986;Male;29
5929;9 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);90;Townsend St at 7th St;5515;2;1992;Female;29
5930;5 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);321;5th St at Folsom;2978;2;1995;Male;29
5931;21 minutes;81;Berry St at 4th St;21;Montgomery St BART Station (Market St at 2nd St);5069;3;1995;Male;28
5932;20 minutes;81;Berry St at 4th St;21;Montgomery St BART Station (Market St at 2nd St);4958;2;1993;Female;27
5933;21 minutes;21;Montgomery St BART Station (Market St at 2nd St);6;The Embarcadero at Sansome St;3111;2;1997;Male;30
5934;21 minutes;21;Montgomery St BART Station (Market St at 2nd St);6;The Embarcadero at Sansome St;5381;3;1994;Male;25
5935;14 minutes;5;Powell St BART Station (Market St at 5th St);139;Garfield Square (25th St at Harrison St);5408;2;1985;Male;28
5936;7 minutes;5;Powell St BART Station (Market St at 5th St);37;2nd St at Folsom St;4843;3;1988;Male;27
5937;8 minutes;81;Berry St at 4th St;126;Esprit Park;5009;2;1985;Female;27
5938;16 minutes;81;Berry St at 4th St;17;Embarcadero BART Station (Beale St at Market St);5055;3;1987;Male;29
5939;7 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);81;Berry St at 4th St;5009;2;1986;Male;27
5940;17 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);6;The Embarcadero at Sansome St;5487;3;1967;Male;28
5941;16 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);6;The Embarcadero at Sansome St;4928;1;1967;Male;26
5942;6 minutes;5;Powell St BART Station (Market St at 5th St);25;Howard St at 2nd St;5467;1;1991;Male;26
5943;7 minutes;81;Berry St at 4th St;130;22nd St Caltrain Station;5405;3;1978;Female;26
5944;28 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);371;Lombard St at Columbus Ave;4955;2;1981;Male;26
5945;22 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);6;The Embarcadero at Sansome St;4936;1;1989;Female;28
5946;22 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);6;The Embarcadero at Sansome St;5054;2;1991;Female;29
5947;24 minutes;16;Steuart St at Market St;115;Jackson Playground;4554;2;1987;Male;25
5948;6 minutes;5;Powell St BART Station (Market St at 5th St);77;11th St at Natoma St;5329;2;1974;Male;27
5949;23 minutes;5;Powell St BART Station (Market St at 5th St);70;Central Ave at Fell St;4344;1;1968;Female;25
5950;22 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);355;23rd St at Tennessee St;4738;2;1960;Male;27
5951;6 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);6;The Embarcadero at Sansome St;4953;3;1975;Male;29
5952;11 minutes;81;Berry St at 4th St;355;23rd St at Tennessee St;5572;2;1996;Male;28
5953;9 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);81;Berry St at 4th St;4954;2;1984;Male;27
5954;7 minutes;81;Berry St at 4th St;90;Townsend St at 7th St;2270;2;1969;Male;27
5955;6 minutes;81;Berry St at 4th St;90;Townsend St at 7th St;5249;1;1973;Female;27
5956;5 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);90;Townsend St at 7th St;1777;2;1976;Male;28
5957;5 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);6;The Embarcadero at Sansome St;4988;2;1960;Female;30
5958;5 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);6;The Embarcadero at Sansome St;4941;3;1961;Male;29
5959;7 minutes;21;Montgomery St BART Station (Market St at 2nd St);47;4th St at Harrison St;3355;1;1966;Female;27
5960;2 minutes;21;Montgomery St BART Station (Market St at 2nd St);17;Embarcadero BART Station (Beale St at Market St);2239;3;1982;Female;28
5961;18 minutes;16;Steuart St at Market St;324;Union Square (Powell St at Post St);5440;3;1980;Male;30
5962;36 minutes;3;Powell St BART Station (Market St at 4th St);43;San Francisco Public Library (Grove St at Hyde St);5273;3;1985;Male;30
5963;15 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);58;Market St at 10th St;4377;1;1983;Male;29
5964;11 minutes;81;Berry St at 4th St;324;Union Square (Powell St at Post St);4984;2;1988;Male;29
5965;27 minutes;22;Howard St at Beale St;42;San Francisco City Hall (Polk St at Grove St);5354;2;1988;Male;28
5966;11 minutes;16;Steuart St at Market St;6;The Embarcadero at Sansome St;4923;2;1970;Male;28
5967;7 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);99;Folsom St at 15th St;5027;3;1991;Male;28
5968;15 minutes;5;Powell St BART Station (Market St at 5th St);70;Central Ave at Fell St;5279;2;1999;Female;28
5969;8 minutes;3;Powell St BART Station (Market St at 4th St);26;1st St at Folsom St;2317;2;1973;Female;29
5970;8 minutes;21;Montgomery St BART Station (Market St at 2nd St);30;San Francisco Caltrain (Townsend St at 4th St);1248;2;1985;Male;26
5971;14 minutes;21;Montgomery St BART Station (Market St at 2nd St);3;Powell St BART Station (Market St at 4th St);5418;3;1985;Male;25
5972;21 minutes;3;Powell St BART Station (Market St at 4th St);3;Powell St BART Station (Market St at 4th St);5273;3;1985;Male;28
5973;7 minutes;81;Berry St at 4th St;50;2nd St at Townsend St;5487;2;1990;Male;28
5974;7 minutes;3;Powell St BART Station (Market St at 4th St);66;3rd St at Townsend St;5476;3;1994;Female;27
5975;7 minutes;81;Berry St at 4th St;15;San Francisco Ferry Building (Harry Bridges Plaza);5407;1;1979;Male;30
5976;12 minutes;81;Berry St at 4th St;6;The Embarcadero at Sansome St;5558;2;1992;Male;29
5977;7 minutes;16;Steuart St at Market St;49;S Park St at 3rd St;5125;2;1973;Female;29
5978;11 minutes;30;San Francisco Caltrain (Townsend St at 4th St);355;23rd St at Tennessee St;5159;2;1989;Male;29
5979;9 minutes;81;Berry St at 4th St;130;22nd St Caltrain Station;5237;2;1985;Male;25
5980;11 minutes;81;Berry St at 4th St;16;Steuart St at Market St;1815;2;1981;Female;27
5981;11 minutes;81;Berry St at 4th St;355;23rd St at Tennessee St;4716;1;1992;Female;27
5982;3 minutes;81;Berry St at 4th St;91;Berry St at King St;4600;3;1990;Female;30
5983;23 minutes;21;Montgomery St BART Station (Market St at 2nd St);145;29th St at Church St;5019;2;1970;Male;29
5984;5 minutes;21;Montgomery St BART Station (Market St at 2nd St);47;4th St at Harrison St;5463;2;1993;Male;27
5985;5 minutes;21;Montgomery St BART Station (Market St at 2nd St);349;Howard St at Mary St;4806;2;1992;Male;30
5986;5 minutes;3;Powell St BART Station (Market St at 4th St);16;Steuart St at Market St;5125;2;1991;Female;27
5987;5 minutes;3;Powell St BART Station (Market St at 4th St);16;Steuart St at Market St;4329;3;1988;Male;27
5988;4 minutes;3;Powell St BART Station (Market St at 4th St);26;1st St at Folsom St;4336;1;1990;Male;30
5989;6 minutes;5;Powell St BART Station (Market St at 5th St);350;8th St at Brannan St;4969;2;1990;Male;30
5990;2 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);11;Davis St at Jackson St;4752;2;1965;Male;28
5991;7 minutes;16;Steuart St at Market St;6;The Embarcadero at Sansome St;2185;2;1993;Female;25
5992;8 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);50;2nd St at Townsend St;91;2;1965;Male;30
5993;19 minutes;16;Steuart St at Market St;104;4th St at 16th St;1455;2;1973;Female;25
5994;7 minutes;30;San Francisco Caltrain (Townsend St at 4th St);21;Montgomery St BART Station (Market St at 2nd St);439;2;1985;Male;29
5995;21 minutes;81;Berry St at 4th St;368;Myrtle St at Polk St;1777;2;1986;Female;28
5996;4 minutes;5;Powell St BART Station (Market St at 5th St);3;Powell St BART Station (Market St at 4th St);4329;3;1973;Male;25
5997;18 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);71;Broderick St at Oak St;5467;2;1984;Female;29
5998;1372 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);30;San Francisco Caltrain (Townsend St at 4th St);1035;2;1967;Male;25
5999;9 minutes;81;Berry St at 4th St;77;11th St at Natoma St;5113;3;1984;Male;30
6000;10 minutes;22;Howard St at Beale St;6;The Embarcadero at Sansome St;2857;1;1954;Male;30
6001;9 minutes;3;Powell St BART Station (Market St at 4th St);44;Civic Center/UN Plaza BART Station (Market St at McAllister St);2894;1;1982;Female;29
6002;4 minutes;5;Powell St BART Station (Market St at 5th St);41;Golden Gate Ave at Polk St;1689;1;1976;Male;28
6003;48 minutes;3;Powell St BART Station (Market St at 4th St);3;Powell St BART Station (Market St at 4th St);133;3;1982;Female;27
6004;17 minutes;21;Montgomery St BART Station (Market St at 2nd St);3;Powell St BART Station (Market St at 4th St);2894;2;1982;Female;29
6005;10 minutes;5;Powell St BART Station (Market St at 5th St);356;Valencia St at Clinton Park;3673;2;1994;Male;26
6006;65 minutes;22;Howard St at Beale St;27;Beale St at Harrison St;1100;2;1987;Female;28
6007;61 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);15;San Francisco Ferry Building (Harry Bridges Plaza);2475;1;1990;Male;29
6008;60 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);15;San Francisco Ferry Building (Harry Bridges Plaza);62;3;1990;Male;29
6009;60 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);15;San Francisco Ferry Building (Harry Bridges Plaza);184;3;1990;Male;26
6010;17 minutes;5;Powell St BART Station (Market St at 5th St);377;Fell St at Stanyan St;5535;2;1990;Female;28
6011;14 minutes;21;Montgomery St BART Station (Market St at 2nd St);136;23rd St at San Bruno Ave;4755;2;1986;Male;27
6012;10 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);58;Market St at 10th St;4959;2;1998;Male;25
6013;10 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);139;Garfield Square (25th St at Harrison St);5122;3;1985;Male;28
6014;6 minutes;5;Powell St BART Station (Market St at 5th St);50;2nd St at Townsend St;2569;3;1992;Male;25
6015;15 minutes;16;Steuart St at Market St;10;Washington St at Kearny St;2549;2;1995;Male;30
6016;10 minutes;81;Berry St at 4th St;28;The Embarcadero at Bryant St;5234;3;1996;Male;30
6017;14 minutes;16;Steuart St at Market St;115;Jackson Playground;3629;2;1989;Male;29
6018;7 minutes;22;Howard St at Beale St;66;3rd St at Townsend St;1655;1;1977;Male;26
6019;11 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);90;Townsend St at 7th St;5491;1;1991;Male;27
6020;5 minutes;81;Berry St at 4th St;345;Hubbell St at 16th St;5521;3;1989;Male;25
6021;9 minutes;5;Powell St BART Station (Market St at 5th St);324;Union Square (Powell St at Post St);4671;2;1988;Male;26
6022;5 minutes;30;San Francisco Caltrain (Townsend St at 4th St);116;Mississippi St at 17th St;5408;2;1988;Male;27
6023;18 minutes;16;Steuart St at Market St;93;4th St at Mission Bay Blvd S;1417;2;1988;Male;25
6024;10 minutes;5;Powell St BART Station (Market St at 5th St);55;Webster St at Grove St;4741;1;1992;Male;26
6025;29 minutes;22;Howard St at Beale St;139;Garfield Square (25th St at Harrison St);5132;3;1974;Male;25
6026;37 minutes;5;Powell St BART Station (Market St at 5th St);42;San Francisco City Hall (Polk St at Grove St);4749;2;1988;Male;29
6027;5 minutes;3;Powell St BART Station (Market St at 4th St);11;Davis St at Jackson St;5245;1;1999;Male;28
6028;8 minutes;5;Powell St BART Station (Market St at 5th St);59;S Van Ness Ave at Market St;4952;3;1963;Female;30
6029;3 minutes;5;Powell St BART Station (Market St at 5th St);321;5th St at Folsom;1843;1;1981;Female;28
6030;3 minutes;5;Powell St BART Station (Market St at 5th St);321;5th St at Folsom;2558;3;1974;Male;26
6031;6 minutes;3;Powell St BART Station (Market St at 4th St);27;Beale St at Harrison St;4722;2;1998;Male;28
6032;11 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);115;Jackson Playground;1099;3;1994;Female;29
6033;15 minutes;3;Powell St BART Station (Market St at 4th St);139;Garfield Square (25th St at Harrison St);5373;1;1995;Male;27
6034;7 minutes;16;Steuart St at Market St;30;San Francisco Caltrain (Townsend St at 4th St);5408;3;1985;Other;30
6035;4 minutes;3;Powell St BART Station (Market St at 4th St);3;Powell St BART Station (Market St at 4th St);138;2;1984;Male;29
6036;10 minutes;30;San Francisco Caltrain (Townsend St at 4th St);78;Folsom St at 9th St;5294;2;1995;Male;27
6037;2 minutes;5;Powell St BART Station (Market St at 5th St);44;Civic Center/UN Plaza BART Station (Market St at McAllister St);3147;2;1985;Female;26
6038;9 minutes;16;Steuart St at Market St;370;Jones St at Post St;5268;2;1992;Male;27
6039;29 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);134;Valencia St at 24th St;5382;1;1995;Male;29
6040;42 minutes;30;San Francisco Caltrain (Townsend St at 4th St);5;Powell St BART Station (Market St at 5th St);4749;3;1980;Male;27
6041;10 minutes;3;Powell St BART Station (Market St at 4th St);6;The Embarcadero at Sansome St;5039;1;1952;Male;25
6042;6 minutes;3;Powell St BART Station (Market St at 4th St);41;Golden Gate Ave at Polk St;3010;3;1989;Male;30
6043;8 minutes;16;Steuart St at Market St;324;Union Square (Powell St at Post St);5494;2;1990;Other;26
6044;9 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);81;Berry St at 4th St;4716;1;1992;Female;27
6045;5 minutes;3;Powell St BART Station (Market St at 4th St);61;Howard St at 8th St;5011;2;1998;Male;29
6046;22 minutes;3;Powell St BART Station (Market St at 4th St);131;22nd St at Dolores St;4923;3;1983;Male;25
6047;5 minutes;21;Montgomery St BART Station (Market St at 2nd St);16;Steuart St at Market St;3616;3;1996;Male;30
6048;58 minutes;3;Powell St BART Station (Market St at 4th St);28;The Embarcadero at Bryant St;4600;3;1988;Male;29
6049;17 minutes;21;Montgomery St BART Station (Market St at 2nd St);356;Valencia St at Clinton Park;1973;2;1993;Male;30
6050;16 minutes;21;Montgomery St BART Station (Market St at 2nd St);356;Valencia St at Clinton Park;1299;2;1989;Male;26
6051;6 minutes;81;Berry St at 4th St;3;Powell St BART Station (Market St at 4th St);5039;2;1989;Male;27
6052;3 minutes;30;San Francisco Caltrain (Townsend St at 4th St);90;Townsend St at 7th St;4435;3;1981;Male;29
6053;2 minutes;30;San Francisco Caltrain (Townsend St at 4th St);364;China Basin St at 3rd St;6234;2;1986;Male;29
6054;11 minutes;81;Berry St at 4th St;125;20th St at Bryant St;5369;2;1987;Male;27
6055;5 minutes;21;Montgomery St BART Station (Market St at 2nd St);3;Powell St BART Station (Market St at 4th St);3010;2;1998;Male;26
6056;11 minutes;21;Montgomery St BART Station (Market St at 2nd St);371;Lombard St at Columbus Ave;4814;2;1994;Male;26
6057;27 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);6;The Embarcadero at Sansome St;5120;3;1990;Female;29
6058;11 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);17;Embarcadero BART Station (Beale St at Market St);4656;2;1993;Male;30
6059;18 minutes;16;Steuart St at Market St;112;Harrison St at 17th St;5235;3;1991;Female;29
6060;19 minutes;30;San Francisco Caltrain (Townsend St at 4th St);127;Valencia St at 21st St;5422;1;1989;Male;30
6061;7 minutes;16;Steuart St at Market St;50;2nd St at Townsend St;5114;2;1993;Female;25
6062;15 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);30;San Francisco Caltrain (Townsend St at 4th St);5294;2;1988;Male;26
6063;8 minutes;81;Berry St at 4th St;321;5th St at Folsom;5354;2;2000;Male;26
6064;19 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);15;San Francisco Ferry Building (Harry Bridges Plaza);4656;1;1993;Male;28
6065;63 minutes;5;Powell St BART Station (Market St at 5th St);380;Masonic Ave at Turk St;5011;3;1993;Female;28
6066;22 minutes;3;Powell St BART Station (Market St at 4th St);95;Sanchez St at 15th St;1842;2;1986;Male;28
6067;14 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);58;Market St at 10th St;4400;3;1973;Male;29
6068;9 minutes;3;Powell St BART Station (Market St at 4th St);26;1st St at Folsom St;3571;3;1987;Female;25
6069;13 minutes;5;Powell St BART Station (Market St at 5th St);365;Turk St at Fillmore St;5047;2;1986;Female;27
6070;13 minutes;16;Steuart St at Market St;364;China Basin St at 3rd St;4435;1;1989;Male;28
6071;7 minutes;5;Powell St BART Station (Market St at 5th St);41;Golden Gate Ave at Polk St;3676;1;1988;Female;26
6072;17 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);58;Market St at 10th St;110;2;1990;Male;28
6073;17 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);47;4th St at Harrison St;1274;1;1989;Female;25
6074;13 minutes;30;San Francisco Caltrain (Townsend St at 4th St);355;23rd St at Tennessee St;3255;2;1991;Male;27
6075;3 minutes;5;Powell St BART Station (Market St at 5th St);19;Post St at Kearny St;5313;2;1990;Male;26
6076;5 minutes;16;Steuart St at Market St;284;Yerba Buena Center for the Arts (Howard St at 3rd St);5168;2;1993;Male;26
6077;19 minutes;30;San Francisco Caltrain (Townsend St at 4th St);55;Webster St at Grove St;3117;1;1981;Female;29
6078;3 minutes;30;San Francisco Caltrain (Townsend St at 4th St);92;Mission Bay Kids Park;4911;2;1987;Female;29
6079;18 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);53;Grove St at Divisadero;4336;1;1992;Male;30
6080;30 minutes;5;Powell St BART Station (Market St at 5th St);13;Commercial St at Montgomery St;4771;2;1991;Male;29
6081;7 minutes;5;Powell St BART Station (Market St at 5th St);67;San Francisco Caltrain Station 2  (Townsend St at 4th St);4955;2;1981;Male;29
6082;11 minutes;21;Montgomery St BART Station (Market St at 2nd St);75;Market St at Franklin St;4436;2;1988;Male;26
6083;2 minutes;30;San Francisco Caltrain (Townsend St at 4th St);92;Mission Bay Kids Park;2976;3;1988;Male;28
6084;6 minutes;3;Powell St BART Station (Market St at 4th St);49;S Park St at 3rd St;1902;1;1975;Male;27
6085;21 minutes;21;Montgomery St BART Station (Market St at 2nd St);134;Valencia St at 24th St;2499;2;1986;Male;25
6086;20 minutes;30;San Francisco Caltrain (Townsend St at 4th St);75;Market St at Franklin St;823;2;1983;Female;30
6087;13 minutes;3;Powell St BART Station (Market St at 4th St);107;17th St at Dolores St;4981;2;1989;Male;29
6088;5 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);63;Bryant St at 6th St;11;2;1985;Male;30
6089;9 minutes;21;Montgomery St BART Station (Market St at 2nd St);92;Mission Bay Kids Park;4923;3;1995;Male;30
6090;12 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);81;Berry St at 4th St;3020;1;1984;Female;25
6091;10 minutes;81;Berry St at 4th St;355;23rd St at Tennessee St;5315;2;1991;Male;30
6092;20 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);95;Sanchez St at 15th St;119;2;1991;Male;27
6093;14 minutes;21;Montgomery St BART Station (Market St at 2nd St);84;Duboce Park;4713;1;1987;Male;29
6094;5 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);90;Townsend St at 7th St;2454;2;1981;Male;30
6095;25 minutes;22;Howard St at Beale St;138;Jersey St at Church St;5548;1;1993;Male;29
6096;7 minutes;3;Powell St BART Station (Market St at 4th St);58;Market St at 10th St;1705;3;1988;Male;30
6097;12 minutes;21;Montgomery St BART Station (Market St at 2nd St);74;Laguna St at Hayes St;5142;3;1981;Male;30
6098;11 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);41;Golden Gate Ave at Polk St;5333;1;1988;Male;27
